train_id,name,item_condition_id,category_name,category_name 1,category_name 2,category_name 3,category_name 4,category_name 5,brand_name,price,high_priced,shipping,item_description,has_offer
2106,American Eagle Hoodie,3,Men/Sweats & Hoodies/Hoodie,Men,Sweats & Hoodies,Hoodie,,,American Eagle,13,0,0,size medium,0
2107,Bath & Body Works Shimmer bomb lot of 3,1,Beauty/Skin Care/Body,Beauty,Skin Care,Body,,,Bath & Body Works,22,0,1,"three brand-new unused bath & body works shimmer bombs. they are each 6 fl. oz. paris amour, sweet pea, and velvet sugar. two are from the signature collection. velvet sugar is a sweetly sumptuous blend of red velvet cream and golden plum laced with a swirl of sugared musk, pink jasmine, and wild strawberries it is limited edition with just a touch of shimmer. paris amour is a beautiful scent with a dreamy blend of french tulips, apple blossoms, and sparkling pink champagne, touched with sandalwood, and creamy musk. just a touch gives a brilliant burst of shimmer. sweet pea gives the scent of violets mingling with sweet pea petals, and a touch of shimmer. these 3 retail for [rm].i have other creams and sprays available. check out my other items. bundle and save . thanks",0
2108,Very Sexy body spray Victoria Secrets,3,Beauty/Fragrance/Women,Beauty,Fragrance,Women,,,Victoria's Secret,16,0,0,women's body spray very sexy !!! very little missing,0
2109,âœ¨Free-Shippingâœ¨3pc Ring Set,1,Women/Jewelry/Rings,Women,Jewelry,Rings,,,FOREVER 21,4,0,1,free shipping. silver ring set 3pcs. adjustable rings. order today ship out today,0
2110,Rae Dunn Bae mug,1,Vintage & Collectibles/Serving/Mug,Vintage & Collectibles,Serving,Mug,,,Unknown,16,0,0,"brand new this is the exact item you will receive. i find that most of the rd has some minor imperfections. therefore, i am asking that on all my listings, for everyone to zoom in and make sure you will be happy with your purchase. if you are interested in 2 mugs i can combine to save on shipping.. just let me know in comments :)",0
2111,Lularoe XXS Irma,3,Women/Tops & Blouses/Tunic,Women,Tops & Blouses,Tunic,,,LuLaRoe,15,0,1,"lularoe xxs irma tunic top worn only twice and washed per llr guidelines still has tons of life left color is closest to aegean (see color chart pic #4) material questions please see pic #3 smoke free home free shipping keywords: irma, lularoe leggings, classic, perfect, tunic, llr, os, xxs, xx-small",0
2112,Any 2 Supreme Lanyards- Brand New,1,Sports & Outdoors/Apparel/Accessories,Sports & Outdoors,Apparel,Accessories,,,Unknown,10,0,1,brand new supreme lanyards available in 10 colors which include pink white black navy yellow green royal blue black/pink print black with red box logo **pick any 5 colors for [rm] including shipping** 1 for [rm] 5 for [rm] as always shipping is absolutely free and includes tracking information. we ship via usps first class parcel for 1-3 days delivery. please contact us with any questions you might have,0
2113,Louis Vuitton gold lock,3,Women/Women's Handbags/Shoulder Bag,Women,Women's Handbags,Shoulder Bag,,,Unknown,11,0,1,gold louis vuitton lock from bag no key! about an inch plus tall great piece as a necklace,0
2114,"Lululemon Tank, size 6",3,Women/Athletic Apparel/Shirts & Tops,Women,Athletic Apparel,Shirts & Tops,,,Lululemon,14,0,0,"pinkish red color. lululemon workout tank. size info is missing from inside, but i believe it's a size 6. i'd recommend this top for cup size c or smaller. i loved it when i was a 34b/c but after nursing for 4 years this top no longer works for me. great condition.",0
2115,Victoria's Secret Sweat Pants,2,"Women/Athletic Apparel/Pants, Tights, Leggings",Women,Athletic Apparel,"Pants, Tights, Leggings",,,PINK,13,0,1,size medium! perfect condition! super comfy! reasonable offers are considered!,1
2116,â­�ï¸�MOST SIZES!â­�ï¸�NIB Burgundy/Wine Booties,1,Women/Shoes/Boots,Women,Shoes,Boots,,,Unknown,45,0,0,"nib wine/burgundy ankle booties. pair these beautiful booties with skinnies or a dress -- such a beautiful color for fall and winter! features a wooden heel, decorative stitching, and inner ankle zipper closure. non-skid sole, cushioned footbed. heel is approx 3.5"", shaft is 7.5"" height, opening circumference approx 10.5"". fits true to size, vegan suede. price is firm. not able to restock. available in 5.5, 6, 6.5, 7, 7.5, 8, 10. sold out of size 8.5, 9.",0
2117,"TOMS Wdges, Lucky Wedges & Fossil watch",2,Other/Other/Other,Other,Other,Other,,,Unknown,79,0,0,"a bundle for @sjellum1 that includes 1 pair of toms wedges, a pair of lucky brand wedges and a fossil watch. please do not buy this listing. thanks!",0
2118,FUNKO POP Pepper and Tattler Twins AHS,1,Vintage & Collectibles/Toy/Action Figure,Vintage & Collectibles,Toy,Action Figure,,,Funko,50,0,0,"new unopened and vaulted pepper and tattler twins from ahs american horror story freak show we have many american horror story pop and more!! check them out and follow us!! bundle and save$$! add more and get more!, better protection and faster delivery! let us know if there's anything else you would like so shipping can be combined. please bear in mind thatâ there is always risks in shipping process, andâ we never guarantee there will be no damage done in shipping process, but we will pack your item as solid as possible, to reduce the damageâ as much as possibleâ in case any risks happened thanks for looking! :)",0
2119,Azure xs,1,Women/Skirts/Asymmetrical,Women,Skirts,Asymmetrical,,,LuLaRoe,25,0,1,no description yet,0
2120,LG tone active,1,Electronics/Cell Phones & Accessories/Headsets,Electronics,Cell Phones & Accessories,Headsets,,,LG,44,0,0,new in box opened to charge.,0
2121,Free Ship! 2 Blackhead Remover Masks,1,Beauty/Skin Care/Face,Beauty,Skin Care,Face,,,Unknown,4,0,1,"2 blackhead remover masks these are not actual strips, you can apply the liquid mask anywhere you need it on your face or back. 2 for [rm]. w/ free shipping! thanks for looking:) *** free shipping w/ free tracking *** bundle to save ;) (low ball offers are ignored)",1
2122,10 sets wispy false eyelashes,1,Beauty/Makeup/Eyes,Beauty,Makeup,Eyes,,,Unknown,12,0,1,"beautiful and affordable false eyelashes that will amp up the glam effect of your makeup looks without breaking the bank! perfect for those of us who aren't as gifted in the lash department as we would like to be. eyelash glue not included. the band is very natural looking and thin. the flexible band wears comfortably if you trim it to the appropriate length for your eyes. tags: ardell, false, eyelashes, lashes, falsies, mascara, eye, makeup, kylie jenner, koko, house of lashes price is firm unless bundled. please note that offers will be ignored.",1
2123,"Read Dunn ""Hop"" Easter Spoon Rest",1,Home/Kitchen & Dining/Dining & Entertaining,Home,Kitchen & Dining,Dining & Entertaining,,,Rae Dunn,16,0,0,"new read dunn ""hop"" easter spoon rest",0
2124,2 LancÃ´me lipstick,1,Beauty/Makeup/Lips,Beauty,Makeup,Lips,,,Lancome,19,0,0,listing of 2 lancã´me lipstick,0
2125,NWT Frozen Sheet Set,1,Home/Bedding/Sheets & Pillowcases,Home,Bedding,Sheets & Pillowcases,,,Disney,14,0,0,pre-washed disney twin sheet set never used. still wrapped in original packaging. stored in closet.,0
2126,Kiibru Rose Cake Squishy,1,Other/Other/Other,Other,Other,Other,,,Unknown,16,0,1,bnip!!! very squishy slow rising smells like a rose may have manufacturing defects this listing is for a brand new package. i opened one just to take pictures for you to see. thank you.,0
2127,Rae Dunn Flower Pot: BUTTERFLYS,1,Home/Home DÃ©cor/Home DÃ©cor Accents,Home,Home DÃ©cor,Home DÃ©cor Accents,,,Rae Dunn,21,0,0,"in honor of texas tax free weekend: i reduced all items for the weekend item will go back to [rm] on monday. rae dunn bowl: butterflies great gift idea or for your rae dunn collection! note: this set has 2 of the monarch images (discounted for this reason) new item will ship with care. bubble wrap each item. i always do my best to get the item to you safely. i ship as if i am receiving a rae dunn item. unfortunately, cannot control usps for mishandling. i will bundle items to save shipping cost.",1
2128,Baby Ladybug Halloween Costume 0-3 Month,1,Kids/Girls 0-24 Mos/One-Pieces,Kids,Girls 0-24 Mos,One-Pieces,,,Unknown,12,0,1,"super cute! new with tags. brand new. never worn. material is very soft size: 0-3 months â€¢â€¢has a hooded ladybug face & antennas attached to hood. childs face peeks out of hood. â€¢â€¢has a front side zip with snap closure. â€¢â€¢sleeves have a mitten style hand closure, child's hand can be exposed or tucked inside with mitt folded over to cover hands completely. ship [rm]",0
2129,RESERVED FOR ZEILEI,1,"Women/Athletic Apparel/Pants, Tights, Leggings",Women,Athletic Apparel,"Pants, Tights, Leggings",,,Unknown,115,1,1,nwt htf unicorn prints os dragons tc castles one size is recommended for sizes 2-12 free shipping will combine listings,0
2130,Victoria Secret Pink hooded sweater,3,Women/Sweaters/Hooded,Women,Sweaters,Hooded,,,PINK,12,0,1,lightweight v.s. hooded sweater it's a medium but fits a little bigger,0
2131,Blue Guam warriors,1,Men/Tops/T-shirts,Men,Tops,T-shirts,,,Unknown,25,0,1,new mens xl,0
2132,Kat Von D Contour Kit,1,Beauty/Makeup/Face,Beauty,Makeup,Face,,,Kat Von D,29,0,0,"this makeup is perfect for beginners that are trying to learn how to contour authentic! fast shipping this product retails for [rm] plus sales tax! this palette is an exclusive contour palette featuring three shades for contouring and three shades for highlighting, designed to shape and define facial features to create a look of authentic dimensionality.",1
2133,Earring bundle 5-for [rm],1,Women/Jewelry/Earrings,Women,Jewelry,Earrings,,,Unknown,4,0,1,5-for [rm]-earring bundle,0
2134,FREE SH! Athleta crops (10) 10%OFF!,3,"Women/Athletic Apparel/Pants, Tights, Leggings",Women,Athletic Apparel,"Pants, Tights, Leggings",,,Athleta,12,0,1,"good used condition for wash wear. no holes or stains. cropped and hits just below the knee. parachute material, leg openings can be made smaller if desired. size 10, shows on tag. free shipping!",0
2135,Gucci sandals,2,Women/Shoes/Sandals,Women,Shoes,Sandals,,,Gucci,276,1,0,"great condition , box is included",0
2136,Ralph Lauren Dress,2,Women/Dresses/Knee-Length,Women,Dresses,Knee-Length,,,Ralph Lauren,92,1,1,"so pretty long sleeve black dress with white trim. size 10 plus sheer printed blouse, printed cardigan, purple dress, loft blue pants, shark bit hem dress and paisley loft pants read***read***read***read***read***read !!!holding!!!! please no passing on holds, once you request to hold an item it is yours, so please be 100% sure you want it before you make a request!!! i can only hold for 24 hrs, please be respectful of my policy and to other buyers! important shipping info! i will gladley keep any purchases under 20.00 at the 4.00 shipping rate, however it appears the post office is cracking down on shipping weights so please be aware you will be responsible for any weight overcharge. please remember that you are purchasing used clothing. although i do my best to make sure everything is gorgeous and in excellent condition i cannot guarantee perfection. if there is an issue please send me a message and i will do my best to correct it! don't forget to ask me about bundling",0
2137,Men's NWT Patagonia,1,Women/Coats & Jackets/Fleece Jacket,Women,Coats & Jackets,Fleece Jacket,,,patagonia,49,0,0,super soft and super cozy men's patagonia synchilla pullover! men's m but can fit a women's large :),0
2138,Man of La Mancha ... RARE .. OPI (2003),2,Beauty/Makeup/Nails,Beauty,Makeup,Nails,,,Unknown,10,0,1,it's a sheer polish that shifts from a deep red to orange to gold with a beautiful dusting of gold shimmer. hard to find and discontinued holiday on broadway collection 2003 barely used like brand new,0
2139,Kendra Scott Benning necklace for TChicB,2,Women/Jewelry/Necklaces,Women,Jewelry,Necklaces,,,Kendra Scott,65,0,1,kendra scott benning necklace with gold chain/setting/tassel and silver filigree. new and purchased from a kendra scott store. comes with a dust bag.,0
2140,New Victoria's Secret iPhone case 6s/6/,1,"Electronics/Cell Phones & Accessories/Cases, Covers & Skins",Electronics,Cell Phones & Accessories,"Cases, Covers & Skins",,,Apple,20,0,0,new victoria's secret iphone case,0
2141,Bratz Sun-Kissed Summer Collection Sasha,3,Kids/Toys/Dolls & Accessories,Kids,Toys,Dolls & Accessories,,,MGA Entertainment,24,0,0,"not in perfect condition the doll comes dressed with a bikini top only, shirt, skirt and sandals. also comes with a pair of sunglasses (not shown here), a beach towel, purse, and surfboard. this doll, brand new in box, is selling for as much as [rm] on another site.",0
2142,Bke jeans GREAT DEAL :) REDUCED! !!,3,Women/Jeans/Boot Cut,Women,Jeans,Boot Cut,,,Buckle,28,0,0,"2 pairs of bke jeans from buckle both are drew fit size 28 inseam 31 and half bootcut. both are in excellent condition, the buttons on them are a little wiggly but not coming off. would only be 12.50 each!!! reduced to 22!!! get them before they are gone!!!!!",0
2143,Volum eyelashes,1,Beauty/Makeup/Eyes,Beauty,Makeup,Eyes,,,Unknown,5,0,1,volãºm lashes now your see me style natural 3d authentic mink eyelashes | individual set of long black lash for beauty and makeup | best top wispies extension pair | thin eye strip with box retail [rm] brand new free shipping,0
2144,Leggigs women nike M,3,"Women/Athletic Apparel/Pants, Tights, Leggings",Women,Athletic Apparel,"Pants, Tights, Leggings",,,Nike,20,0,0,good condition very cute black and white,0
2145,Christmas Cactus cutting w/roots,1,Other/Other/Other,Other,Other,Other,,,Unknown,7,0,0,fast shipping thank you for your interest please check out my other items in my closet.,0
2146,Crib breathable mesh liners,3,Kids/Nursery/Bedding,Kids,Nursery,Bedding,,,Unknown,10,0,1,no description yet,0
2147,Lularoe matching sister animal leggings,1,Kids/Girls 2T-5T/Bottoms,Kids,Girls 2T-5T,Bottoms,,,Unknown,70,0,1,"brand new with tags kids s/m and l/xl woodland leggings with purple background. deer, bear, foxes, owls. unicorn print! hard to find.",0
2148,Nike air jordan tshirt men's medium,3,Men/Athletic Apparel/Shirts & Tops,Men,Athletic Apparel,Shirts & Tops,,,Air Jordan,12,0,0,men's medium nike air jordan shirt. red with black lettering and jumpman. lots of other listings. bundle and save.,0
2149,Havaianas dark brown Top-style flipflops,3,Women/Shoes/Sandals,Women,Shoes,Sandals,,,Unknown,9,0,0,havaianas dark brown top-style size 7(us) flip flops!! super cute and extremely comfortable! gently used condition as they were too big on me; open to offers within reason!,1
2150,Lularoe Madison Small,1,Women/Dresses/Knee-Length,Women,Dresses,Knee-Length,,,Unknown,25,0,1,"lularoe madison skirt. size small (4-6). pretty mint color. hidden pockets! comfy soft cotton material, a little thin, may need to wear a slip under.",0
2151,American Girl Lanie Bunny,2,Kids/Toys/Dolls & Accessories,Kids,Toys,Dolls & Accessories,,,American Boy & Girl,23,0,1,american girl lanie bunny. excellent played with condition.,0
2152,Jeffree Star Summer Edition,2,Beauty/Makeup/Lips,Beauty,Makeup,Lips,,,Unknown,34,0,0,100% authentic. brand: jeffree star cosmetics nude beach & queen bee have been swatched once on hand. watermelon soda & 714 - non swatched.,0
